Vehicle Type,Engine Package,Model Year,Production (000),Production Share,2-Cycle MPG,Real-World MPG,Real-World MPG_City,Real-World MPG_Hwy,Real-World CO2 (g/mi),Real-World CO2_City (g/mi),Real-World CO2_Hwy (g/mi),Weight (lbs),Footprint (sq. ft.),Engine Displacement,Horsepower (HP),Acceleration (0-60 time in seconds),HP/Engine Displacement,HP/Weight (lbs),Ton-MPG (Real-World),Drivetrain - Front,Drivetrain - 4WD,Drivetrain - Rear,Transmission - Manual,Transmission - Automatic,Transmission - Lockup,Transmission - CVT (Hybrid),Transmission - Other,Transmission - CVT (Non-Hybrid)
"Sedan/Wagon","Carb, Fixed Valve Timing, Two-Valve","1986","3625","0.329072","29.68222","25.22388","22.75674","28.96333","352.32483","390.52162","306.83629","2878.812","-","162.5999","96.0186","14.1444","0.649629","0.032784","36.54116","0.651","0.021","0.328","0.330","0.167","0.503","-","-","-"
"Sedan/Wagon","Carb, Fixed Valve Timing, Two-Valve","1987","2039","0.190000","29.12349","24.65358","22.22576","28.23269","360.47504","399.85134","314.77696","2929.337","-","167.8682","99.0319","14.3980","0.656270","0.033025","36.19739","0.617","0.035","0.348","0.309","0.154","0.536","-","-","-"
"Sedan/Wagon","Carb, Fixed Valve Timing, Two-Valve","1988","861","0.080230","31.00108","26.11191","23.61703","29.65127","340.34278","376.29619","299.71732","2906.982","-","163.1823","92.3954","15.1333","0.654884","0.031003","37.80002","0.649","0.006","0.344","0.379","0.087","0.534","-","-","-"
"Sedan/Wagon","Carb, Fixed Valve Timing, Two-Valve","1989","422","0.042088","32.18608","26.98375","24.42597","30.50043","329.34635","363.83409","291.37290","2840.073","-","139.2359","83.8348","15.1677","0.685613","0.029154","37.99888","0.766","0.002","0.232","0.457","0.095","0.449","-","-","-"
"Sedan/Wagon","Carb, Fixed Valve Timing, Two-Valve","1990","33","0.003712","22.75000","19.19917","16.54423","23.22742","462.88454","537.16611","382.60812","4500.000","-","305.0000","140.0000","12.2451","0.459016","0.031111","43.19814","-","-","1.000","-","-","1.000","-","-","-"
"Sedan/Wagon","Carb, Fixed Valve Timing, Two-Valve","1991","1","0.000095","33.93085","28.01115","26.29480","30.03508","317.26654","337.97560","295.88738","2045.426","-","71.9975","56.5439","15.2650","0.786135","0.027656","28.63407","1.000","-","-","1.000","-","-","-","-","-"
"Sedan/Wagon","Carb, Fixed Valve Timing, Two-Valve","1992","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","Carb, Fixed Valve Timing, Two-Valve","1993","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","Carb, Fixed Valve Timing, Two-Valve","1994","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","Carb, Fixed Valve Timing, Two-Valve","1995","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","Carb, Fixed Valve Timing, Two-Valve","1996","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","Carb, Fixed Valve Timing, Two-Valve","1997","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","Carb, Fixed Valve Timing, Two-Valve","1998","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","Carb, Fixed Valve Timing, Two-Valve","1999","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","Carb, Fixed Valve Timing, Two-Valve","2000","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","Carb, Fixed Valve Timing, Two-Valve","2001","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","Carb, Fixed Valve Timing, Two-Valve","2002","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","Carb, Fixed Valve Timing, Two-Valve","2003","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","Carb, Fixed Valve Timing, Two-Valve","2004","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","Carb, Fixed Valve Timing, Two-Valve","2005","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","Carb, Fixed Valve Timing, Two-Valve","2006","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","Carb, Fixed Valve Timing, Two-Valve","2007","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","Carb, Fixed Valve Timing, Two-Valve","2008","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","Carb, Fixed Valve Timing, Two-Valve","2009","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","Carb, Fixed Valve Timing, Two-Valve","2010","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","Carb, Fixed Valve Timing, Two-Valve","2011","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","Carb, Fixed Valve Timing, Two-Valve","2012","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","Carb, Fixed Valve Timing, Two-Valve","2013","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","Carb, Fixed Valve Timing, Two-Valve","2014","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","Carb, Fixed Valve Timing, Two-Valve","2015","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","Carb, Fixed Valve Timing, Two-Valve","2016","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","Carb, Fixed Valve Timing, Two-Valve","2017","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","Carb, Fixed Valve Timing, Two-Valve","2018","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","Carb, Fixed Valve Timing, Two-Valve","2019","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","Carb, Fixed Valve Timing, Two-Valve","2020","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","Carb, Fixed Valve Timing, Two-Valve","Prelim. 2021","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Carb, Fixed Valve Timing, Two-Valve","1999","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Carb, Fixed Valve Timing, Two-Valve","2000","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Carb, Fixed Valve Timing, Two-Valve","2001","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Carb, Fixed Valve Timing, Two-Valve","2002","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Carb, Fixed Valve Timing, Two-Valve","2003","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Carb, Fixed Valve Timing, Two-Valve","2004","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Carb, Fixed Valve Timing, Two-Valve","2005","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Carb, Fixed Valve Timing, Two-Valve","2006","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Carb, Fixed Valve Timing, Two-Valve","2007","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Carb, Fixed Valve Timing, Two-Valve","2008","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Carb, Fixed Valve Timing, Two-Valve","2009","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Carb, Fixed Valve Timing, Two-Valve","2010","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Carb, Fixed Valve Timing, Two-Valve","2011","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Carb, Fixed Valve Timing, Two-Valve","2012","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Carb, Fixed Valve Timing, Two-Valve","2013","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Carb, Fixed Valve Timing, Two-Valve","2014","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Carb, Fixed Valve Timing, Two-Valve","2015","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Carb, Fixed Valve Timing, Two-Valve","2016","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Carb, Fixed Valve Timing, Two-Valve","2017","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Carb, Fixed Valve Timing, Two-Valve","2018","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Carb, Fixed Valve Timing, Two-Valve","2019","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Carb, Fixed Valve Timing, Two-Valve","2020","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Carb, Fixed Valve Timing, Two-Valve","Prelim. 2021","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","Carb, Fixed Valve Timing, Two-Valve","1999","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","Carb, Fixed Valve Timing, Two-Valve","2000","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","Carb, Fixed Valve Timing, Two-Valve","2001","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","Carb, Fixed Valve Timing, Two-Valve","2002","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","Carb, Fixed Valve Timing, Two-Valve","2003","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","Carb, Fixed Valve Timing, Two-Valve","2004","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","Carb, Fixed Valve Timing, Two-Valve","2005","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","Carb, Fixed Valve Timing, Two-Valve","2006","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","Carb, Fixed Valve Timing, Two-Valve","2007","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","Carb, Fixed Valve Timing, Two-Valve","2008","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","Carb, Fixed Valve Timing, Two-Valve","2009","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","Carb, Fixed Valve Timing, Two-Valve","2010","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","Carb, Fixed Valve Timing, Two-Valve","2011","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","Carb, Fixed Valve Timing, Two-Valve","2012","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","Carb, Fixed Valve Timing, Two-Valve","2013","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","Carb, Fixed Valve Timing, Two-Valve","2014","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","Carb, Fixed Valve Timing, Two-Valve","2015","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","Carb, Fixed Valve Timing, Two-Valve","2016","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","Carb, Fixed Valve Timing, Two-Valve","2017","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","Carb, Fixed Valve Timing, Two-Valve","2018","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","Carb, Fixed Valve Timing, Two-Valve","2019","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","Carb, Fixed Valve Timing, Two-Valve","2020","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","Carb, Fixed Valve Timing, Two-Valve","Prelim. 2021","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","Carb, Fixed Valve Timing, Two-Valve","1999","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","Carb, Fixed Valve Timing, Two-Valve","2000","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","Carb, Fixed Valve Timing, Two-Valve","2001","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","Carb, Fixed Valve Timing, Two-Valve","2002","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","Carb, Fixed Valve Timing, Two-Valve","2003","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","Carb, Fixed Valve Timing, Two-Valve","2004","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","Carb, Fixed Valve Timing, Two-Valve","2005","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","Carb, Fixed Valve Timing, Two-Valve","2006","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","Carb, Fixed Valve Timing, Two-Valve","2007","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","Carb, Fixed Valve Timing, Two-Valve","2008","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","Carb, Fixed Valve Timing, Two-Valve","2009","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","Carb, Fixed Valve Timing, Two-Valve","2010","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","Carb, Fixed Valve Timing, Two-Valve","2011","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","Carb, Fixed Valve Timing, Two-Valve","2012","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","Carb, Fixed Valve Timing, Two-Valve","2013","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","Carb, Fixed Valve Timing, Two-Valve","2014","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","Carb, Fixed Valve Timing, Two-Valve","2015","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","Carb, Fixed Valve Timing, Two-Valve","2016","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","Carb, Fixed Valve Timing, Two-Valve","2017","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","Carb, Fixed Valve Timing, Two-Valve","2018","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","Carb, Fixed Valve Timing, Two-Valve","2019","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","Carb, Fixed Valve Timing, Two-Valve","2020","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","Carb, Fixed Valve Timing, Two-Valve","Prelim. 2021","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","Carb, Fixed Valve Timing, Two-Valve","1999","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","Carb, Fixed Valve Timing, Two-Valve","2000","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","Carb, Fixed Valve Timing, Two-Valve","2001","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","Carb, Fixed Valve Timing, Two-Valve","2002","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","Carb, Fixed Valve Timing, Two-Valve","2003","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","Carb, Fixed Valve Timing, Two-Valve","2004","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","Carb, Fixed Valve Timing, Two-Valve","2005","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","Carb, Fixed Valve Timing, Two-Valve","2006","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","Carb, Fixed Valve Timing, Two-Valve","2007","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","Carb, Fixed Valve Timing, Two-Valve","2008","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","Carb, Fixed Valve Timing, Two-Valve","2009","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","Carb, Fixed Valve Timing, Two-Valve","2010","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","Carb, Fixed Valve Timing, Two-Valve","2011","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","Carb, Fixed Valve Timing, Two-Valve","2012","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","Carb, Fixed Valve Timing, Two-Valve","2013","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","Carb, Fixed Valve Timing, Two-Valve","2014","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","Carb, Fixed Valve Timing, Two-Valve","2015","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","Carb, Fixed Valve Timing, Two-Valve","2016","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","Carb, Fixed Valve Timing, Two-Valve","2017","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","Carb, Fixed Valve Timing, Two-Valve","2018","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","Carb, Fixed Valve Timing, Two-Valve","2019","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","Carb, Fixed Valve Timing, Two-Valve","2020","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","Carb, Fixed Valve Timing, Two-Valve","Prelim. 2021","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","Carb, Fixed Valve Timing, Multi-Valve","1986","180","0.016340","32.30800","27.43526","24.83648","31.34040","323.92626","357.82041","283.56375","2707.392","-","117.8070","98.3409","12.7147","0.835345","0.036380","37.28716","1.000","-","-","0.554","-","0.446","-","-","-"
"Sedan/Wagon","Carb, Fixed Valve Timing, Multi-Valve","1987","832","0.077514","34.92119","29.43661","27.36093","32.26694","301.90301","324.80618","275.42125","2491.428","-","98.1363","75.7091","15.4598","0.765728","0.030206","36.88996","0.993","0.007","-","0.529","-","0.471","-","-","-"
"Sedan/Wagon","Carb, Fixed Valve Timing, Multi-Valve","1988","885","0.082463","34.04809","28.57812","26.45996","31.40949","310.97220","335.86600","282.93999","2548.554","-","100.0389","83.6214","14.7398","0.834392","0.032708","36.56243","0.985","0.015","-","0.496","0.001","0.503","-","-","-"
"Sedan/Wagon","Carb, Fixed Valve Timing, Multi-Valve","1989","552","0.055092","34.01064","28.43451","26.15678","31.44069","312.54272","339.75893","282.65923","2598.022","-","101.8766","89.8543","13.6171","0.885187","0.034585","37.00041","1.000","-","-","0.379","-","0.598","-","-","0.023"
"Sedan/Wagon","Carb, Fixed Valve Timing, Multi-Valve","1990","89","0.010053","36.21917","30.05055","28.01877","32.56211","295.73504","317.18024","272.92454","2399.123","-","90.4038","79.3344","13.3409","0.877596","0.033104","36.12161","1.000","-","-","0.556","-","0.444","-","-","-"
"Sedan/Wagon","Carb, Fixed Valve Timing, Multi-Valve","1991","3","0.000319","41.02895","33.71951","31.87283","35.84539","263.55661","278.82679","247.92592","2087.500","-","73.0000","66.0000","13.5269","0.904110","0.031717","35.16662","1.000","-","-","1.000","-","-","-","-","-"
"Sedan/Wagon","Carb, Fixed Valve Timing, Multi-Valve","1992","1","0.000095","41.03031","33.53494","31.63039","35.67737","265.00714","280.96399","249.09350","2087.353","-","73.0000","66.0000","13.2344","0.904110","0.031719","34.97170","1.000","-","-","1.000","-","-","-","-","-"
"Sedan/Wagon","Carb, Fixed Valve Timing, Multi-Valve","1993","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","Carb, Fixed Valve Timing, Multi-Valve","1994","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","Carb, Fixed Valve Timing, Multi-Valve","1995","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","Carb, Fixed Valve Timing, Multi-Valve","1996","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","Carb, Fixed Valve Timing, Multi-Valve","1997","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","Carb, Fixed Valve Timing, Multi-Valve","1998","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","Carb, Fixed Valve Timing, Multi-Valve","1999","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","Carb, Fixed Valve Timing, Multi-Valve","2000","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","Carb, Fixed Valve Timing, Multi-Valve","2001","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","Carb, Fixed Valve Timing, Multi-Valve","2002","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","Carb, Fixed Valve Timing, Multi-Valve","2003","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","Carb, Fixed Valve Timing, Multi-Valve","2004","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","Carb, Fixed Valve Timing, Multi-Valve","2005","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","Carb, Fixed Valve Timing, Multi-Valve","2006","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
